"Indikator","Ausprägung","Jahr","Raumbezug","Indikatorwert","Basiswert.1","Basiswert.2","Basiswert.3","Basiswert.4","Basiswert.5","Name.Basiswert.1","Name.Basiswert.2","Name.Basiswert.3","Name.Basiswert.4","Name.Basiswert.5"
"Haushalte Alleinerziehend","insgesamt",2024,"Stadt München",3.3,28809,863334,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2024,"01 Altstadt - Lehel",2.6,326,12656,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2024,"02 Ludwigsvorstadt - Isarvorstadt",2.4,737,30399,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2024,"03 Maxvorstadt",2.1,699,32693,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2024,"04 Schwabing - West",2.5,1035,40883,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2024,"05 Au - Haidhausen",3.2,1198,37377,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2024,"06 Sendling",3.2,794,24441,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2024,"07 Sendling - Westpark",3.1,1076,34903,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2024,"08 Schwanthalerhöhe",3.3,562,17087,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2024,"09 Neuhausen - Nymphenburg",3.4,1934,57395,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2024,"10 Moosach",3.1,919,29462,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2024,"11 Milbertshofen - Am Hart",3.8,1491,39329,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2024,"12 Schwabing - Freimann",3.4,1367,40392,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2024,"13 Bogenhausen",3.3,1666,50161,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2024,"14 Berg am Laim",4,1024,25810,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2024,"15 Trudering - Riem",4.1,1464,36114,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2024,"16 Ramersdorf - Perlach",4.1,2514,61251,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2024,"17 Obergiesing - Fasangarten",3.4,1054,30992,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2024,"18 Untergiesing - Harlaching",3.1,982,31192,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2024,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",3.3,1787,54556,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2024,"20 Hadern",3.3,862,25888,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2024,"21 Pasing - Obermenzing",3.4,1430,41538,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2024,"22 Aubing - Lochhausen - Langwied",3.9,1085,27713,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2024,"23 Allach - Untermenzing",3.6,610,17083,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2024,"24 Feldmoching - Hasenbergl",4.2,1292,30642,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2024,"25 Laim",2.7,901,33377,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2023,"Stadt München",3.4,28714,854396,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2023,"01 Altstadt - Lehel",2.7,336,12643,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2023,"02 Ludwigsvorstadt - Isarvorstadt",2.5,762,30133,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2023,"03 Maxvorstadt",2.2,715,32510,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2023,"04 Schwabing - West",2.5,1025,40659,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2023,"05 Au - Haidhausen",3.2,1173,37165,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2023,"06 Sendling",3.3,797,24314,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2023,"07 Sendling - Westpark",3.1,1064,34718,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2023,"08 Schwanthalerhöhe",3.4,580,17119,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2023,"09 Neuhausen - Nymphenburg",3.4,1911,56493,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2023,"10 Moosach",3.3,954,29344,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2023,"11 Milbertshofen - Am Hart",3.7,1456,39064,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2023,"12 Schwabing - Freimann",3.5,1392,40202,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2023,"13 Bogenhausen",3.3,1658,49618,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2023,"14 Berg am Laim",4,1036,25627,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2023,"15 Trudering - Riem",4.1,1455,35711,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2023,"16 Ramersdorf - Perlach",4.2,2519,60568,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2023,"17 Obergiesing - Fasangarten",3.4,1047,30724,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2023,"18 Untergiesing - Harlaching",3.1,969,31082,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2023,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",3.2,1736,53516,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2023,"20 Hadern",3.4,882,25708,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2023,"21 Pasing - Obermenzing",3.5,1438,41148,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2023,"22 Aubing - Lochhausen - Langwied",3.8,990,26195,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2023,"23 Allach - Untermenzing",3.7,621,16894,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2023,"24 Feldmoching - Hasenbergl",4.3,1281,30092,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2023,"25 Laim",2.8,917,33149,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2022,"Stadt München",3.6,30491,846058,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2022,"01 Altstadt - Lehel",2.8,346,12550,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2022,"02 Ludwigsvorstadt - Isarvorstadt",2.7,828,30313,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2022,"03 Maxvorstadt",2.3,760,32351,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2022,"04 Schwabing - West",2.9,1145,40165,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2022,"05 Au - Haidhausen",3.5,1264,36572,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2022,"06 Sendling",3.5,850,24185,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2022,"07 Sendling - Westpark",3.3,1136,34085,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2022,"08 Schwanthalerhöhe",3.6,619,17030,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2022,"09 Neuhausen - Nymphenburg",3.6,2025,56174,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2022,"10 Moosach",3.5,1013,29050,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2022,"11 Milbertshofen - Am Hart",4.1,1583,38807,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2022,"12 Schwabing - Freimann",3.4,1411,40931,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2022,"13 Bogenhausen",3.6,1790,49344,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2022,"14 Berg am Laim",4.3,1092,25517,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2022,"15 Trudering - Riem",4.4,1565,35317,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2022,"16 Ramersdorf - Perlach",4.5,2665,59653,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2022,"17 Obergiesing - Fasangarten",3.6,1115,30692,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2022,"18 Untergiesing - Harlaching",3.5,1079,31014,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2022,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",3.5,1867,52838,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2022,"20 Hadern",3.6,916,25306,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2022,"21 Pasing - Obermenzing",3.7,1503,40233,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2022,"22 Aubing - Lochhausen - Langwied",4,989,24639,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2022,"23 Allach - Untermenzing",3.8,640,16671,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2022,"24 Feldmoching - Hasenbergl",4.3,1274,29851,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2022,"25 Laim",3.1,1016,32770,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2021,"Stadt München",3.3,27110,833926,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2021,"01 Altstadt - Lehel",2.5,315,12443,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2021,"02 Ludwigsvorstadt - Isarvorstadt",2.4,731,30433,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2021,"03 Maxvorstadt",1.9,618,31854,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2021,"04 Schwabing - West",2.6,1049,39850,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2021,"05 Au - Haidhausen",3.1,1123,35902,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2021,"06 Sendling",3.2,777,24038,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2021,"07 Sendling - Westpark",3,1006,33560,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2021,"08 Schwanthalerhöhe",3.3,556,17004,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2021,"09 Neuhausen - Nymphenburg",3.1,1754,55774,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2021,"10 Moosach",3.1,903,28674,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2021,"11 Milbertshofen - Am Hart",3.8,1447,38071,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2021,"12 Schwabing - Freimann",3.2,1269,39578,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2021,"13 Bogenhausen",3.2,1539,48474,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2021,"14 Berg am Laim",3.8,971,25284,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2021,"15 Trudering - Riem",4.1,1419,34801,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2021,"16 Ramersdorf - Perlach",4.1,2409,59107,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2021,"17 Obergiesing - Fasangarten",3.4,1021,30450,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2021,"18 Untergiesing - Harlaching",3.2,958,30412,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2021,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",3.1,1606,51963,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2021,"20 Hadern",3.4,850,24945,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2021,"21 Pasing - Obermenzing",3.4,1321,39301,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2021,"22 Aubing - Lochhausen - Langwied",3.6,860,23768,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2021,"23 Allach - Untermenzing",3.5,561,16210,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2021,"24 Feldmoching - Hasenbergl",4,1180,29678,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2021,"25 Laim",2.7,867,32352,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2020,"Stadt München",3.2,26626,834542,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2020,"01 Altstadt - Lehel",2.7,337,12591,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2020,"02 Ludwigsvorstadt - Isarvorstadt",2.4,750,31070,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2020,"03 Maxvorstadt",1.9,614,32497,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2020,"04 Schwabing - West",2.5,1022,40242,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2020,"05 Au - Haidhausen",3,1082,36034,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2020,"06 Sendling",3.1,745,24329,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2020,"07 Sendling - Westpark",2.9,976,33510,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2020,"08 Schwanthalerhöhe",3.3,566,17280,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2020,"09 Neuhausen - Nymphenburg",3.1,1711,56038,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2020,"10 Moosach",3.1,897,28710,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2020,"11 Milbertshofen - Am Hart",3.8,1450,38301,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2020,"12 Schwabing - Freimann",3.2,1270,39790,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2020,"13 Bogenhausen",3.1,1483,48141,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2020,"14 Berg am Laim",3.7,940,25282,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2020,"15 Trudering - Riem",4,1387,34410,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2020,"16 Ramersdorf - Perlach",4,2361,59168,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2020,"17 Obergiesing - Fasangarten",3.4,1019,30321,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2020,"18 Untergiesing - Harlaching",3,929,30739,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2020,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",3,1567,51683,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2020,"20 Hadern",3.3,819,24790,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2020,"21 Pasing - Obermenzing",3.4,1309,38913,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2020,"22 Aubing - Lochhausen - Langwied",3.5,801,22945,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2020,"23 Allach - Untermenzing",3.4,545,15856,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2020,"24 Feldmoching - Hasenbergl",4,1194,29491,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2020,"25 Laim",2.6,852,32411,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
"Haushalte Alleinerziehend","insgesamt",2019,"Stadt München",3.2,26658,832628,NA,NA,NA,"Privathaushalte (alleinerziehend) (insgesamt)","Privathaushalte (insgesamt)",NA,NA,NA
